date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:39:28	21412/21412	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:27%20GMT	http://muneshwerstravel.com/node/30	/home/arthur/websites/MT/muneshwerstravel.com/node/30.html	(from http://muneshwerstravel.com/content/international-flights)
14:39:30	21388/21388	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:29%20GMT	http://muneshwerstravel.com/node/31	/home/arthur/websites/MT/muneshwerstravel.com/node/31.html	(from http://muneshwerstravel.com/content/domestic-hotels)
14:39:31	21392/21392	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:30%20GMT	http://muneshwerstravel.com/node/29	/home/arthur/websites/MT/muneshwerstravel.com/node/29.html	(from http://muneshwerstravel.com/content/domestic-flights)
14:39:32	21372/21372	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:31%20GMT	http://muneshwerstravel.com/node/35	/home/arthur/websites/MT/muneshwerstravel.com/node/35.html	(from http://muneshwerstravel.com/content/car-rentals)
14:39:34	22152/22152	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:32%20GMT	http://muneshwerstravel.com/node/41	/home/arthur/websites/MT/muneshwerstravel.com/node/41.html	(from http://muneshwerstravel.com/about-us)
14:39:35	301/301	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Nov%202020%2018:39:34%20GMT	http://muneshwerstravel.com/node/js/wow.min.js	/home/arthur/websites/MT/muneshwerstravel.com/node/js/wow.min.js	(from http://muneshwerstravel.com/node/18)
14:39:37	19631/19631	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Nov%202020%2018:39:36%20GMT	http://muneshwerstravel.com/node/contact	/home/arthur/websites/MT/muneshwerstravel.com/node/contact	(from http://muneshwerstravel.com/node/18)
14:39:47	355/355	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Nov%202020%2018:39:43%20GMT	http://muneshwerstravel.com/sites/default/files/js/js_gVVU84IemIMFy71NIR-XB3WG5pTs5rrCWjYGVPHff_k.js	/home/arthur/websites/MT/muneshwerstravel.com/sites/default/files/js/js_gVVU84IemIMFy71NIR-XB3WG5pTs5rrCWjYGVPHff_k.js	(from http://muneshwerstravel.com/)
14:39:48	319/319	UR-MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Nov%202020%2018:39:46%20GMT	http://muneshwerstravel.com/sites/default/files/logo_booking.png	/home/arthur/websites/MT/muneshwerstravel.com/sites/default/files/logo_booking.png	(from http://muneshwerstravel.com/)
14:39:49	6254/6254	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225e39454a-186e%22	http://aff.bstatic.com/static/affiliate_base/js/flexiproduct.js	/home/arthur/websites/MT/aff.bstatic.com/static/affiliate_base/js/flexiproduct.js	(from http://muneshwerstravel.com/)
14:39:50	2196/2196	---M--	200	added ('OK')	image/gif	date:Wed,%2007%20Feb%202018%2020:25:45%20GMT	http://muneshwerstravel.com/sites/all/modules/ctools/images/status-active.gif	/home/arthur/websites/MT/muneshwerstravel.com/sites/all/modules/ctools/images/status-active.gif	(from http://muneshwerstravel.com/sites/default/files/css/css_MfLXjHNS8ry3if1vS9doIkfmyPQ-5UhvK__p3IOPfoI.css)
